,date,state_name,state_code,country,vax_1_dose,vax_2_dose,vax_1_%,vax_2_%,population,age_group,sex,saved_date
3537,2021-09-29,,,Australia,340408,130074,0.5861160565165138,0.22396201010354932,580786,"(16, 19)",Female,2021-12-22
3538,2021-09-29,,,Australia,500446,209246,0.5687144870221373,0.23779035410700486,879960,"(20, 24)",Male,2021-12-22
3539,2021-09-29,,,Australia,525812,270865,0.6317243831877205,0.3254243437809367,832344,"(20, 24)",Female,2021-12-22
3540,2021-09-29,,,Australia,590684,275528,0.6147655980050539,0.28676100196913495,960828,"(25, 29)",Male,2021-12-22
3541,2021-09-29,,,Australia,608657,334717,0.6435992928049673,0.35393271496064327,945708,"(25, 29)",Female,2021-12-22
3542,2021-09-29,,,Australia,636147,332030,0.6706315446578514,0.35002883260118556,948579,"(30, 34)",Male,2021-12-22
3543,2021-09-29,,,Australia,670252,384030,0.6873589905569821,0.39383168292462817,975112,"(30, 34)",Female,2021-12-22
3544,2021-09-29,,,Australia,660139,364519,0.726350975911131,0.4010802745908809,908843,"(35, 39)",Male,2021-12-22
3545,2021-09-29,,,Australia,688367,412680,0.7432348244450034,0.44557357826851673,926177,"(35, 39)",Female,2021-12-22
3546,2021-09-29,,,Australia,631652,467240,0.7846218821425023,0.5803935208188413,805040,"(40, 44)",Male,2021-12-22
3547,2021-09-29,,,Australia,654532,509926,0.8029422192017096,0.6255478938671463,815167,"(40, 44)",Female,2021-12-22
3548,2021-09-29,,,Australia,632569,482128,0.7659008493610118,0.583750143779929,825915,"(45, 49)",Male,2021-12-22
3549,2021-09-29,,,Australia,665538,534172,0.7822487279634133,0.6278459945392636,850801,"(45, 49)",Female,2021-12-22
3550,2021-09-29,,,Australia,642694,503758,0.8421682989535368,0.6601104381622294,763142,"(50, 54)",Male,2021-12-22
3551,2021-09-29,,,Australia,678044,556207,0.8460891505466779,0.6940562974646425,801386,"(50, 54)",Female,2021-12-22
3552,2021-09-29,,,Australia,632962,507972,0.8330168205800409,0.6685223131620611,759843,"(55, 59)",Male,2021-12-22
3553,2021-09-29,,,Australia,659120,549212,0.8282524667125746,0.6901416946051501,795796,"(55, 59)",Female,2021-12-22
3554,2021-09-29,,,Australia,611453,438774,0.8768350061160896,0.6292100995065542,697341,"(60, 64)",Male,2021-12-22
3555,2021-09-29,,,Australia,644955,475139,0.872370700907464,0.642676376582043,739313,"(60, 64)",Female,2021-12-22
3556,2021-09-29,,,Australia,548088,414997,0.9002981348094976,0.6816807247221925,608785,"(65, 69)",Male,2021-12-22
3557,2021-09-29,,,Australia,580836,443738,0.8944318600042194,0.6833140588643821,649391,"(65, 69)",Female,2021-12-22
3558,2021-09-29,,,Australia,501003,411267,0.9270279772037598,0.7609854933017541,540440,"(70, 74)",Male,2021-12-22
3559,2021-09-29,,,Australia,526882,429822,0.9332761787686144,0.7613519416314912,564551,"(70, 74)",Female,2021-12-22
3560,2021-09-29,,,Australia,359622,303392,0.9697915992492395,0.818156322136647,370824,"(75, 79)",Male,2021-12-22
3561,2021-09-29,,,Australia,386220,320691,0.9585573243190922,0.795921254448796,402918,"(75, 79)",Female,2021-12-22
3562,2021-09-29,,,Australia,230797,194806,0.962275636348475,0.8122162229773395,239845,"(80, 84)",Male,2021-12-22
3563,2021-09-29,,,Australia,269194,222245,0.9327646068233321,0.770085031774302,288598,"(80, 84)",Female,2021-12-22
3564,2021-09-29,,,Australia,125216,104527,0.955679537180495,0.7977759629988628,131023,"(85, 89)",Male,2021-12-22
3565,2021-09-29,,,Australia,171230,140382,0.9247178268618027,0.7581249662472322,185170,"(85, 89)",Female,2021-12-22
3566,2021-09-29,,,Australia,54473,45045,0.9480325101376634,0.7839502949929515,57459,"(90, 94)",Male,2021-12-22
3567,2021-09-29,,,Australia,94367,78290,0.9346413644197057,0.775409543806826,100966,"(90, 94)",Female,2021-12-22
3568,2021-09-29,,,Australia,13270,10847,0.8438255118911357,0.6897494594938318,15726,"(95,)",Male,2021-12-22
3569,2021-09-29,,,Australia,33767,28139,0.9080567955682246,0.7567095143333512,37186,"(95,)",Female,2021-12-22
3570,2021-09-28,New South Wales,NSW,Australia,2621323,4048903,0.39924799536253147,0.6166795950622413,6565651,,,2021-12-22
3571,2021-09-28,Victoria,VIC,Australia,1968903,2618140,0.3641009813273013,0.484161659183952,5407574,,,2021-12-22
3572,2021-09-28,Queensland,QLD,Australia,1452998,1875299,0.3532948007237083,0.4559768055443775,4112707,,,2021-12-22
3573,2021-09-28,Tasmania,TAS,Australia,191953,251321,0.43608634806393864,0.5709608971038594,440172,,,2021-12-22
3574,2021-09-28,Western Australia,WA,Australia,723897,957366,0.34227164537881716,0.45266002766931857,2114978,,,2021-12-22
3575,2021-09-28,South Australia,SA,Australia,560625,696842,0.3892148014440433,0.48378367120244375,1440400,,,2021-12-22
3576,2021-09-28,Northern Territory,NT,Australia,47757,98096,0.25059951409186076,0.5147477842903695,190571,,,2021-12-22
3577,2021-09-28,Australian Capital Territory,ACT,Australia,127655,214112,0.37105020680915135,0.6223516656638676,344037,,,2021-12-22
3578,2021-09-28,,,Australia,321495,107045,0.5227594976227488,0.17405804265393596,614996,"(16, 19)",Male,2021-12-22
3579,2021-09-28,,,Australia,332871,122882,0.5731388153295706,0.2115787914997951,580786,"(16, 19)",Female,2021-12-22
3580,2021-09-28,,,Australia,491943,199767,0.5590515477976271,0.227018273557889,879960,"(20, 24)",Male,2021-12-22
3581,2021-09-28,,,Australia,518330,261659,0.6227353113616485,0.3143640129561816,832344,"(20, 24)",Female,2021-12-22
3582,2021-09-28,,,Australia,581832,265432,0.6055527107869463,0.2762533981107961,960828,"(25, 29)",Male,2021-12-22
3583,2021-09-28,,,Australia,600728,324779,0.6352150981063922,0.3434241859009335,945708,"(25, 29)",Female,2021-12-22
3584,2021-09-28,,,Australia,628526,321512,0.6625974220386494,0.3389406680940649,948579,"(30, 34)",Male,2021-12-22
3585,2021-09-28,,,Australia,662618,373217,0.6795301462806324,0.3827427003257062,975112,"(30, 34)",Female,2021-12-22
3586,2021-09-28,,,Australia,653069,353535,0.7185718545447344,0.3889945788216447,908843,"(35, 39)",Male,2021-12-22
3587,2021-09-28,,,Australia,681182,401810,0.7354771280219655,0.4338371607155004,926177,"(35, 39)",Female,2021-12-22
3588,2021-09-28,,,Australia,627213,460837,0.7791078704163769,0.5724398787637881,805040,"(40, 44)",Male,2021-12-22
3589,2021-09-28,,,Australia,650229,503833,0.7976635462426718,0.6180733518407885,815167,"(40, 44)",Female,2021-12-22
3590,2021-09-28,,,Australia,628597,476094,0.7610916377593336,0.5764443072228982,825915,"(45, 49)",Male,2021-12-22
3591,2021-09-28,,,Australia,661840,528518,0.777902235657927,0.6212004922420167,850801,"(45, 49)",Female,2021-12-22
3592,2021-09-28,,,Australia,639076,498456,0.8374273726252781,0.6531628451847755,763142,"(50, 54)",Male,2021-12-22
3593,2021-09-28,,,Australia,674530,551231,0.8417042473913944,0.687847054977252,801386,"(50, 54)",Female,2021-12-22
3594,2021-09-28,,,Australia,629880,503032,0.8289607195170581,0.6620209701214593,759843,"(55, 59)",Male,2021-12-22
3595,2021-09-28,,,Australia,656145,544733,0.8245140714454459,0.6845133677475131,795796,"(55, 59)",Female,2021-12-22
3596,2021-09-28,,,Australia,609167,433461,0.8735568394802543,0.6215911584146063,697341,"(60, 64)",Male,2021-12-22
3597,2021-09-28,,,Australia,642321,469738,0.8688079338521032,0.635370945729346,739313,"(60, 64)",Female,2021-12-22
3598,2021-09-28,,,Australia,546320,410651,0.8973939896679451,0.6745419154545529,608785,"(65, 69)",Male,2021-12-22
3599,2021-09-28,,,Australia,578997,439124,0.8915999759774927,0.676208940376445,649391,"(65, 69)",Female,2021-12-22
3600,2021-09-28,,,Australia,499749,408315,0.9247076456220857,0.7555232773295834,540440,"(70, 74)",Male,2021-12-22
3601,2021-09-28,,,Australia,525519,426618,0.9308618707610119,0.7556766350604286,564551,"(70, 74)",Female,2021-12-22
3602,2021-09-28,,,Australia,358756,301419,0.9674562595732746,0.8128357387871336,370824,"(75, 79)",Male,2021-12-22
3603,2021-09-28,,,Australia,385156,318508,0.9559165884869875,0.7905032785827389,402918,"(75, 79)",Female,2021-12-22
3604,2021-09-28,,,Australia,230277,193598,0.9601075694719506,0.8071796368487982,239845,"(80, 84)",Male,2021-12-22
3605,2021-09-28,,,Australia,268473,220685,0.9302663220119336,0.76467958890914,288598,"(80, 84)",Female,2021-12-22
3606,2021-09-28,,,Australia,124943,103884,0.9535959335383863,0.7928684276806363,131023,"(85, 89)",Male,2021-12-22
3607,2021-09-28,,,Australia,170803,139439,0.9224118377706972,0.7530323486525895,185170,"(85, 89)",Female,2021-12-22
3608,2021-09-28,,,Australia,54357,44782,0.9460136793191667,0.7793731182234289,57459,"(90, 94)",Male,2021-12-22
3609,2021-09-28,,,Australia,94137,77825,0.9323633698472753,0.7708040330408257,100966,"(90, 94)",Female,2021-12-22
3610,2021-09-28,,,Australia,13236,10784,0.8416634872186188,0.6857433549535801,15726,"(95,)",Male,2021-12-22
3611,2021-09-28,,,Australia,33679,28006,0.9056903135588662,0.7531328994782983,37186,"(95,)",Female,2021-12-22
3612,2021-09-27,New South Wales,NSW,Australia,2613204,3968843,0.39801140816043984,0.6044858308795275,6565651,,,2021-12-22
3613,2021-09-27,Victoria,VIC,Australia,1960529,2580283,0.36255241259758997,0.4771609228093781,5407574,,,2021-12-22
3614,2021-09-27,Queensland,QLD,Australia,1448090,1856242,0.3521014261409821,0.45134311780537734,4112707,,,2021-12-22
3615,2021-09-27,Tasmania,TAS,Australia,191326,249341,0.4346619048917241,0.5664626555073926,440172,,,2021-12-22
3616,2021-09-27,Western Australia,WA,Australia,722954,952862,0.34182577785679097,0.45053045469030883,2114978,,,2021-12-22
3617,2021-09-27,South Australia,SA,Australia,558448,689020,0.38770341571785616,0.478353235212441,1440400,,,2021-12-22
3618,2021-09-27,Northern Territory,NT,Australia,47609,97369,0.24982290065120086,0.5109329331325333,190571,,,2021-12-22
3619,2021-09-27,Australian Capital Territory,ACT,Australia,127375,211484,0.37023634085868673,0.6147129523859353,344037,,,2021-12-22
3620,2021-09-27,,,Australia,313869,101221,0.5103594169718177,0.1645880623613812,614996,"(16, 19)",Male,2021-12-22
3621,2021-09-27,,,Australia,325868,116756,0.5610810177931286,0.2010310165878654,580786,"(16, 19)",Female,2021-12-22
3622,2021-09-27,,,Australia,483538,191776,0.5494999772716942,0.2179371789626801,879960,"(20, 24)",Male,2021-12-22
3623,2021-09-27,,,Australia,511165,253385,0.6141270916832463,0.30442341147410207,832344,"(20, 24)",Female,2021-12-22
3624,2021-09-27,,,Australia,573166,256420,0.5965334066034712,0.26687398785214417,960828,"(25, 29)",Male,2021-12-22
3625,2021-09-27,,,Australia,593210,315761,0.6272654984413794,0.33388847297474483,945708,"(25, 29)",Female,2021-12-22
3626,2021-09-27,,,Australia,620943,312156,0.6546033593406558,0.32907749380916085,948579,"(30, 34)",Male,2021-12-22
3627,2021-09-27,,,Australia,655266,363353,0.6719904995528718,0.3726269392644127,975112,"(30, 34)",Female,2021-12-22
3628,2021-09-27,,,Australia,646401,343867,0.7112350537991711,0.37835687792060896,908843,"(35, 39)",Male,2021-12-22
3629,2021-09-27,,,Australia,674442,392020,0.7281999013147595,0.4232668269671996,926177,"(35, 39)",Female,2021-12-22
3630,2021-09-27,,,Australia,623046,454947,0.7739317301003676,0.5651234721256087,805040,"(40, 44)",Male,2021-12-22
3631,2021-09-27,,,Australia,646325,498262,0.792874343539422,0.611239169397191,815167,"(40, 44)",Female,2021-12-22
3632,2021-09-27,,,Australia,624897,470653,0.7566117578685458,0.5698564622267425,825915,"(45, 49)",Male,2021-12-22
3633,2021-09-27,,,Australia,658284,523389,0.77372264489581,0.6151720555100428,850801,"(45, 49)",Female,2021-12-22
3634,2021-09-27,,,Australia,635653,493480,0.8329419688603169,0.6466424335182706,763142,"(50, 54)",Male,2021-12-22
3635,2021-09-27,,,Australia,671243,546594,0.8376026034894545,0.682060829612696,801386,"(50, 54)",Female,2021-12-22
3636,2021-09-27,,,Australia,627072,498518,0.8252652192624003,0.6560802692135086,759843,"(55, 59)",Male,2021-12-22
3637,2021-09-27,,,Australia,653528,540562,0.8212255402138237,0.6792720747528261,795796,"(55, 59)",Female,2021-12-22
3638,2021-09-27,,,Australia,607103,428624,0.870597024984907,0.6146548102004614,697341,"(60, 64)",Male,2021-12-22
3639,2021-09-27,,,Australia,640074,464842,0.8657686257376781,0.6287485814533222,739313,"(60, 64)",Female,2021-12-22
3640,2021-09-27,,,Australia,544789,406920,0.8948791445255714,0.6684133150455416,608785,"(65, 69)",Male,2021-12-22
3641,2021-09-27,,,Australia,577296,435332,0.888980598745594,0.6703696232316124,649391,"(65, 69)",Female,2021-12-22
3642,2021-09-27,,,Australia,498723,405851,0.9228091925098069,0.7509640293094516,540440,"(70, 74)",Male,2021-12-22
3643,2021-09-27,,,Australia,524361,424011,0.9288106831800848,0.7510588060246107,564551,"(70, 74)",Female,2021-12-22
3644,2021-09-27,,,Australia,358007,299803,0.9654364334563027,0.8084778762971113,370824,"(75, 79)",Male,2021-12-22
3645,2021-09-27,,,Australia,384234,316594,0.9536282816851072,0.7857529323584451,402918,"(75, 79)",Female,2021-12-22
3646,2021-09-27,,,Australia,229819,192620,0.958198002876858,0.8031020033771811,239845,"(80, 84)",Male,2021-12-22
3647,2021-09-27,,,Australia,267827,219446,0.9280279142613601,0.7603864198643095,288598,"(80, 84)",Female,2021-12-22
3648,2021-09-27,,,Australia,124686,103356,0.9516344458606504,0.7888386008563382,131023,"(85, 89)",Male,2021-12-22
3649,2021-09-27,,,Australia,170443,138648,0.9204676783496246,0.7487605983690663,185170,"(85, 89)",Female,2021-12-22
3650,2021-09-27,,,Australia,54238,44542,0.9439426373588123,0.775196226874815,57459,"(90, 94)",Male,2021-12-22
3651,2021-09-27,,,Australia,93936,77424,0.9303726006774558,0.7668323990254144,100966,"(90, 94)",Female,2021-12-22
3652,2021-09-27,,,Australia,13204,10733,0.8396286404680148,0.6825003179448048,15726,"(95,)",Male,2021-12-22
3653,2021-09-27,,,Australia,33608,27893,0.9037809928467703,0.750094121443554,37186,"(95,)",Female,2021-12-22
3654,2021-09-26,New South Wales,NSW,Australia,2610952,3943347,0.3976684109466068,0.6006025906646576,6565651,,,2021-12-22
3655,2021-09-26,Victoria,VIC,Australia,1957221,2561754,0.3619406780193854,0.47373443248303215,5407574,,,2021-12-22
3656,2021-09-26,Queensland,QLD,Australia,1445772,1845627,0.3515378070939651,0.44876209270439155,4112707,,,2021-12-22
3657,2021-09-26,Tasmania,TAS,Australia,191121,248072,0.4341961778577465,0.5635796915751116,440172,,,2021-12-22
3658,2021-09-26,Western Australia,WA,Australia,722033,947074,0.3413903123342181,0.4477937831977448,2114978,,,2021-12-22
3659,2021-09-26,South Australia,SA,Australia,557723,684822,0.3872000833101916,0.4754387670091641,1440400,,,2021-12-22
3660,2021-09-26,Northern Territory,NT,Australia,47574,97036,0.249639242067261,0.5091855528910485,190571,,,2021-12-22
3661,2021-09-26,Australian Capital Territory,ACT,Australia,127202,209829,0.3697334879678639,0.6099024232858675,344037,,,2021-12-22
3662,2021-09-26,,,Australia,309676,97916,0.5035414864486923,0.1592140436685767,614996,"(16, 19)",Male,2021-12-22
3663,2021-09-26,,,Australia,322117,113284,0.5546225287799637,0.19505291105501854,580786,"(16, 19)",Female,2021-12-22
3664,2021-09-26,,,Australia,478474,187865,0.5437451702350107,0.21349265875721624,879960,"(20, 24)",Male,2021-12-22
3665,2021-09-26,,,Australia,506756,249157,0.6088300029795373,0.2993437809367281,832344,"(20, 24)",Female,2021-12-22
3666,2021-09-26,,,Australia,567671,251901,0.5908143809297814,0.262170752725774,960828,"(25, 29)",Male,2021-12-22
3667,2021-09-26,,,Australia,588356,310891,0.6221328359282147,0.32873889192012756,945708,"(25, 29)",Female,2021-12-22
3668,2021-09-26,,,Australia,616335,307451,0.6497455667899036,0.3241174430384818,948579,"(30, 34)",Male,2021-12-22
3669,2021-09-26,,,Australia,650584,358046,0.6671889998277121,0.3671844875255355,975112,"(30, 34)",Female,2021-12-22
3670,2021-09-26,,,Australia,642339,339054,0.7067656349886614,0.3730611337711794,908843,"(35, 39)",Male,2021-12-22
3671,2021-09-26,,,Australia,670492,386757,0.7239350577697352,0.4175843278336646,926177,"(35, 39)",Female,2021-12-22
3672,2021-09-26,,,Australia,621014,452061,0.7714076319189108,0.561538557090331,805040,"(40, 44)",Male,2021-12-22
3673,2021-09-26,,,Australia,644443,495536,0.7905656141624967,0.607895069353887,815167,"(40, 44)",Female,2021-12-22
3674,2021-09-26,,,Australia,623122,468175,0.7544626262993165,0.5668561534782635,825915,"(45, 49)",Male,2021-12-22
3675,2021-09-26,,,Australia,656616,520893,0.7717621394427134,0.6122383495082869,850801,"(45, 49)",Female,2021-12-22
3676,2021-09-26,,,Australia,634105,491314,0.8309135128193704,0.6438041675074888,763142,"(50, 54)",Male,2021-12-22
3677,2021-09-26,,,Australia,669717,544452,0.8356984025176382,0.6793879603586785,801386,"(50, 54)",Female,2021-12-22
3678,2021-09-26,,,Australia,625910,496722,0.8237359559803802,0.6537166230392331,759843,"(55, 59)",Male,2021-12-22
3679,2021-09-26,,,Australia,652470,538934,0.8198960537625221,0.6772263243343771,795796,"(55, 59)",Female,2021-12-22
3680,2021-09-26,,,Australia,606411,427700,0.8696046840785211,0.6133297769670792,697341,"(60, 64)",Male,2021-12-22
3681,2021-09-26,,,Australia,639299,463930,0.8647203552487241,0.6275150037940629,739313,"(60, 64)",Female,2021-12-22
3682,2021-09-26,,,Australia,544323,406321,0.8941136854554563,0.6674293880433979,608785,"(65, 69)",Male,2021-12-22
3683,2021-09-26,,,Australia,576820,434799,0.8882476042938692,0.6695488542341979,649391,"(65, 69)",Female,2021-12-22
3684,2021-09-26,,,Australia,498456,405491,0.922315150618015,0.7502979054104063,540440,"(70, 74)",Male,2021-12-22
3685,2021-09-26,,,Australia,523980,423549,0.9281358105822148,0.7502404565752253,564551,"(70, 74)",Female,2021-12-22
3686,2021-09-26,,,Australia,357722,299465,0.9646678747869609,0.8075663926822428,370824,"(75, 79)",Male,2021-12-22
3687,2021-09-26,,,Australia,383944,316283,0.9529085322571839,0.7849810631443619,402918,"(75, 79)",Female,2021-12-22
3688,2021-09-26,,,Australia,229650,192446,0.9574933811419876,0.802376534845421,239845,"(80, 84)",Male,2021-12-22
3689,2021-09-26,,,Australia,267597,219199,0.9272309579414965,0.7595305580773255,288598,"(80, 84)",Female,2021-12-22
3690,2021-09-26,,,Australia,124572,103238,0.9507643696144952,0.7879379956190897,131023,"(85, 89)",Male,2021-12-22
3691,2021-09-26,,,Australia,170315,138528,0.9197764216665767,0.7481125452287087,185170,"(85, 89)",Female,2021-12-22
3692,2021-09-26,,,Australia,54196,44506,0.943211681372805,0.774569693172523,57459,"(90, 94)",Male,2021-12-22
3693,2021-09-26,,,Australia,93847,77358,0.9294911158211675,0.7661787136263692,100966,"(90, 94)",Female,2021-12-22
3694,2021-09-26,,,Australia,13186,10719,0.8384840391707999,0.6816100724914155,15726,"(95,)",Male,2021-12-22
3695,2021-09-26,,,Australia,33569,27862,0.9027322110471683,0.7492604743720755,37186,"(95,)",Female,2021-12-22
3696,2021-09-25,New South Wales,NSW,Australia,2606743,3889864,0.39702734732625905,0.5924567114517661,6565651,,,2021-12-22
3697,2021-09-25,Victoria,VIC,Australia,1952586,2538987,0.3610835468918225,0.46952422657554016,5407574,,,2021-12-22
3698,2021-09-25,Queensland,QLD,Australia,1442319,1830403,0.35069821409597135,0.44506039452846996,4112707,,,2021-12-22
3699,2021-09-25,Tasmania,TAS,Australia,190719,245313,0.43328289850331236,0.5573116872495297,440172,,,2021-12-22
3700,2021-09-25,Western Australia,WA,Australia,720070,940645,0.3404621702920787,0.4447540352665607,2114978,,,2021-12-22
3701,2021-09-25,South Australia,SA,Australia,556591,679086,0.38641419050263814,0.47145653985004166,1440400,,,2021-12-22
3702,2021-09-25,Northern Territory,NT,Australia,47515,96539,0.24932964616861958,0.5065776009991027,190571,,,2021-12-22
3703,2021-09-25,Australian Capital Territory,ACT,Australia,127012,207427,0.3691812217871915,0.6029206160965245,344037,,,2021-12-22
3704,2021-09-25,,,Australia,303571,92405,0.49361459261523655,0.15025300977567332,614996,"(16, 19)",Male,2021-12-22
3705,2021-09-25,,,Australia,316646,107302,0.5452025358737986,0.18475307600389818,580786,"(16, 19)",Female,2021-12-22
3706,2021-09-25,,,Australia,472853,182014,0.5373573798809037,0.2068434928860403,879960,"(20, 24)",Male,2021-12-22
3707,2021-09-25,,,Australia,501552,242854,0.6025777803408207,0.2917711907576675,832344,"(20, 24)",Female,2021-12-22
3708,2021-09-25,,,Australia,561937,245187,0.5848466114642787,0.2551830296369381,960828,"(25, 29)",Male,2021-12-22
3709,2021-09-25,,,Australia,582737,303728,0.6161912556518503,0.321164672393593,945708,"(25, 29)",Female,2021-12-22
3710,2021-09-25,,,Australia,610758,300424,0.6438662462483357,0.3167095202402752,948579,"(30, 34)",Male,2021-12-22
3711,2021-09-25,,,Australia,644485,350210,0.6609343336970522,0.35914848755835227,975112,"(30, 34)",Female,2021-12-22
3712,2021-09-25,,,Australia,636849,331954,0.7007249877041469,0.3652490034032281,908843,"(35, 39)",Male,2021-12-22
3713,2021-09-25,,,Australia,664622,379286,0.717597176349661,0.4095178351438224,926177,"(35, 39)",Female,2021-12-22
3714,2021-09-25,,,Australia,617860,447523,0.7674898141707245,0.5559015701083176,805040,"(40, 44)",Male,2021-12-22
3715,2021-09-25,,,Australia,641455,491155,0.7869001075853169,0.6025207104801839,815167,"(40, 44)",Female,2021-12-22
3716,2021-09-25,,,Australia,620533,464207,0.751327921154114,0.5620517849899808,825915,"(45, 49)",Male,2021-12-22
3717,2021-09-25,,,Australia,654035,517008,0.7687285275875322,0.6076720643252652,850801,"(45, 49)",Female,2021-12-22
3718,2021-09-25,,,Australia,631750,487692,0.827827586478008,0.6390579996907522,763142,"(50, 54)",Male,2021-12-22
3719,2021-09-25,,,Australia,667503,541035,0.8329356889189479,0.6751240975010794,801386,"(50, 54)",Female,2021-12-22
3720,2021-09-25,,,Australia,623964,493709,0.821174900604467,0.6497513302090037,759843,"(55, 59)",Male,2021-12-22
3721,2021-09-25,,,Australia,650704,536126,0.8176768920678164,0.6736977818435881,795796,"(55, 59)",Female,2021-12-22
3722,2021-09-25,,,Australia,605115,425353,0.867746195907024,0.6099641351935423,697341,"(60, 64)",Male,2021-12-22
3723,2021-09-25,,,Australia,638001,461583,0.8629646712556116,0.6243404349713856,739313,"(60, 64)",Female,2021-12-22
3724,2021-09-25,,,Australia,543442,404683,0.892666540732771,0.6647387829857831,608785,"(65, 69)",Male,2021-12-22
3725,2021-09-25,,,Australia,575791,433139,0.886663042758523,0.6669926130790232,649391,"(65, 69)",Female,2021-12-22
3726,2021-09-25,,,Australia,497932,404534,0.9213455702760713,0.7485271260454445,540440,"(70, 74)",Male,2021-12-22
3727,2021-09-25,,,Australia,523343,422496,0.9270074802807895,0.7483752575055221,564551,"(70, 74)",Female,2021-12-22
3728,2021-09-25,,,Australia,357269,298705,0.9634462710072703,0.8055169028973314,370824,"(75, 79)",Male,2021-12-22
3729,2021-09-25,,,Australia,383442,315381,0.9516626211785029,0.7827423942340626,402918,"(75, 79)",Female,2021-12-22
3730,2021-09-25,,,Australia,229414,192031,0.9565094123287957,0.8006462507035794,239845,"(80, 84)",Male,2021-12-22
3731,2021-09-25,,,Australia,267289,218655,0.9261637294783748,0.7576455831294742,288598,"(80, 84)",Female,2021-12-22
3732,2021-09-25,,,Australia,124407,102943,0.949505048731902,0.7856864825259687,131023,"(85, 89)",Male,2021-12-22
3733,2021-09-25,,,Australia,170055,138146,0.9183723065291354,0.7460495760652374,185170,"(85, 89)",Female,2021-12-22
3734,2021-09-25,,,Australia,54138,44404,0.9422022659635566,0.7727945143493622,57459,"(90, 94)",Male,2021-12-22
3735,2021-09-25,,,Australia,93765,77183,0.928678961234475,0.7644454568864766,100966,"(90, 94)",Female,2021-12-22
3736,2021-09-25,,,Australia,13152,10679,0.8363220144982831,0.6790665140531603,15726,"(95,)",Male,2021-12-22
3737,2021-09-25,,,Australia,33502,27782,0.900930457699134,0.7471091270908407,37186,"(95,)",Female,2021-12-22
3738,2021-09-24,New South Wales,NSW,Australia,2598821,3796695,0.39582076476498673,0.5782663440380855,6565651,,,2021-12-22
3739,2021-09-24,Victoria,VIC,Australia,1948218,2518495,0.3602757909554266,0.465734726884921,5407574,,,2021-12-22
3740,2021-09-24,Queensland,QLD,Australia,1436577,1807911,0.3493020533677697,0.43959149047087476,4112707,,,2021-12-22
3741,2021-09-24,Tasmania,TAS,Australia,190036,242664,0.4317312323364503,0.5512935852348627,440172,,,2021-12-22
3742,2021-09-24,Western Australia,WA,Australia,716196,928675,0.33863047275196245,0.4390944019275851,2114978,,,2021-12-22
3743,2021-09-24,South Australia,SA,Australia,554457,670227,0.38493265759511247,0.46530616495417937,1440400,,,2021-12-22
3744,2021-09-24,Northern Territory,NT,Australia,47346,95206,0.24844283757759575,0.49958283264505093,190571,,,2021-12-22
3745,2021-09-24,Australian Capital Territory,ACT,Australia,126743,204553,0.3683993291419237,0.5945668634478268,344037,,,2021-12-22
3746,2021-09-24,,,Australia,296322,86057,0.48182752408145746,0.13993099142108242,614996,"(16, 19)",Male,2021-12-22
3747,2021-09-24,,,Australia,309626,100534,0.5331154676593444,0.17309990254586027,580786,"(16, 19)",Female,2021-12-22
3748,2021-09-24,,,Australia,464477,173860,0.5278387653984272,0.1975771625982999,879960,"(20, 24)",Male,2021-12-22
3749,2021-09-24,,,Australia,494287,234567,0.5938494180290841,0.2818149707332545,832344,"(20, 24)",Female,2021-12-22
3750,2021-09-24,,,Australia,553183,235688,0.5757357196085043,0.24529676487362984,960828,"(25, 29)",Male,2021-12-22
3751,2021-09-24,,,Australia,574739,294009,0.6077340997432611,0.31088771587001485,945708,"(25, 29)",Female,2021-12-22
3752,2021-09-24,,,Australia,602971,290382,0.6356571250259598,0.30612315895671316,948579,"(30, 34)",Male,2021-12-22
3753,2021-09-24,,,Australia,636665,339298,0.6529147421014202,0.3479579781604575,975112,"(30, 34)",Female,2021-12-22
3754,2021-09-24,,,Australia,629690,321378,0.692847939633138,0.35361223005513603,908843,"(35, 39)",Male,2021-12-22
3755,2021-09-24,,,Australia,657410,368441,0.7098103278315052,0.3978084102714708,926177,"(35, 39)",Female,2021-12-22
3756,2021-09-24,,,Australia,613352,440755,0.7618900924177681,0.5474945344330716,805040,"(40, 44)",Male,2021-12-22
3757,2021-09-24,,,Australia,637305,484631,0.7818091262281226,0.5945174424381753,815167,"(40, 44)",Female,2021-12-22
3758,2021-09-24,,,Australia,616770,458214,0.7467717622273479,0.5547955903452535,825915,"(45, 49)",Male,2021-12-22
3759,2021-09-24,,,Australia,650471,511316,0.7645395339215634,0.6009818982347224,850801,"(45, 49)",Female,2021-12-22
3760,2021-09-24,,,Australia,628443,482331,0.8234941858789059,0.6320330947582494,763142,"(50, 54)",Male,2021-12-22
3761,2021-09-24,,,Australia,664264,535857,0.82889394124679,0.6686627917133566,801386,"(50, 54)",Female,2021-12-22
3762,2021-09-24,,,Australia,621271,488804,0.817630747404398,0.6432960493154507,759843,"(55, 59)",Male,2021-12-22
3763,2021-09-24,,,Australia,648096,531566,0.8143996702672545,0.6679676701064092,795796,"(55, 59)",Female,2021-12-22
3764,2021-09-24,,,Australia,602995,420657,0.8647060763672292,0.6032299836091668,697341,"(60, 64)",Male,2021-12-22
3765,2021-09-24,,,Australia,635722,456711,0.8598820797145458,0.6177505332653422,739313,"(60, 64)",Female,2021-12-22
